run_id,input_path,ecc_profile,peptide_length,index_aa_length,loss_prob,mutation_prob,insertion_prob,shuffle_prob,shuffle_passes,original_size_bytes,encoded_size_bytes,decoded_size_bytes,size_delta_bytes,success,byte_errors,bit_errors,bit_error_rate,failure_mode,data_units,parity_units,tx_units,tx_residues_total,payload_bits_capacity,payload_bits_useful,encode_time_s,decode_time_s,total_time_s,score_mean,score_p10,score_p90,base_error_mean,base_error_p10,base_error_p90,encoder
0,resources/test/data_test/size_00_1B.txt,rs64,18,0,0.009724190769230768,0.004862095384615384,0.004862095384615384,0.004862095384615384,1,1,439,1,0,True,0,0,0.0,success,1,64,65,1170,36,8,0.0018301199961570092,0.006550858997798059,0.008380978993955068,0.5137904615384615,0.43934799999999996,0.594138,0.009724190769230768,0.008117240000000001,0.01121304,yin_yang
0,resources/test/data_test/size_01_2B.txt,rs64,18,0,0.008908556923076924,0.004454278461538462,0.004454278461538462,0.004454278461538462,1,2,439,2,0,True,0,0,0.0,success,1,64,65,1170,36,16,0.0006772699998691678,0.007659627997782081,0.00833689799765125,0.5545721538461539,0.44869000000000003,0.686536,0.008908556923076924,0.00626928,0.0110262,yin_yang
0,resources/test/data_test/size_02_4B.txt,rs64,18,0,0.006723969230769231,0.0033619846153846154,0.0033619846153846154,0.0033619846153846154,1,4,439,4,0,True,0,0,0.0,success,1,64,65,1170,36,32,0.0007257399993250147,0.008732438000151888,0.009458177999476902,0.6638015384615384,0.55316,0.760742,0.006723969230769231,0.00478516,0.008936800000000002,yin_yang
0,resources/test/data_test/size_03_8B.txt,rs64,18,0,0.006750078787878788,0.003375039393939394,0.003375039393939394,0.003375039393939394,1,8,446,8,0,True,0,0,0.0,success,2,64,66,1188,72,64,0.0008550229977117851,0.010679358005290851,0.011534381003002636,0.6624960606060606,0.52649,0.774335,0.006750078787878788,0.0045133,0.0094702,yin_yang
0,resources/test/data_test/size_04_16B.txt,rs64,18,0,0.006388488235294118,0.003194244117647059,0.003194244117647059,0.003194244117647059,1,16,459,16,0,True,0,0,0.0,success,4,64,68,1224,144,128,0.0010711779978009872,0.010732617003668565,0.011803795001469553,0.6805755882352941,0.5337780000000001,0.81132,0.006388488235294118,0.0037735999999999994,0.009324440000000002,yin_yang
0,resources/test/data_test/size_05_32B.txt,rs64,18,0,0.006273205555555555,0.0031366027777777776,0.0031366027777777776,0.0031366027777777776,1,32,486,32,0,True,0,0,0.0,success,8,64,72,1296,288,256,0.001483599997300189,0.01253716999781318,0.014020769995113369,0.6863397222222223,0.539832,0.83478,0.006273205555555555,0.0033044000000000007,0.009203359999999999,yin_yang
0,resources/test/data_test/size_06_64B.txt,rs64,18,0,0.0057786101265822785,0.0028893050632911393,0.0028893050632911393,0.0028893050632911393,1,64,534,64,0,True,0,0,0.0,success,15,64,79,1422,540,512,0.0022695239968015812,0.013823972003592644,0.016093496000394225,0.711069493670886,0.548316,0.8683160000000001,0.0057786101265822785,0.0026336800000000007,0.00903368,yin_yang
0,resources/test/data_test/size_07_128B.txt,rs64,18,0,0.006027892993630574,0.003013946496815287,0.003013946496815287,0.003013946496815287,1,128,1060,128,0,True,0,0,0.0,success,29,128,157,2826,1044,1024,0.005643338001391385,0.025258616005885415,0.0309019540072768,0.6986053503184713,0.56284,0.882218,0.006027892993630574,0.0023556400000000004,0.0087432,yin_yang
0,resources/test/data_test/size_08_256B.txt,rs64,18,0,0.005610016064257028,0.002805008032128514,0.002805008032128514,0.002805008032128514,1,256,1681,256,0,True,0,0,0.0,success,57,192,249,4482,2052,2048,0.008328440999321174,0.0398783389973687,0.048206779996689875,0.7194991967871487,0.55558,0.87212,0.005610016064257028,0.0025576,0.008888400000000003,yin_yang
0,resources/test/data_test/size_09_512B.txt,rs64,18,0,0.00558468341013825,0.002792341705069125,0.002792341705069125,0.002792341705069125,1,512,2930,512,0,True,0,0,0.0,success,114,320,434,7812,4104,4096,0.016011391999199986,0.0690104750028695,0.08502186700206948,0.7207658294930875,0.55074,0.88107,0.00558468341013825,0.0023786,0.0089852,yin_yang
0,resources/test/data_test/size_10_1024B.txt,rs64,18,0,0.005638979493087558,0.002819489746543779,0.002819489746543779,0.002819489746543779,1,1024,5859,1024,0,True,0,0,0.0,success,228,640,868,15624,8208,8192,0.033800846998929046,0.14066640900273342,0.17446725600166246,0.718051025345622,0.55074,0.88107,0.005638979493087558,0.0023786,0.0089852,yin_yang
0,resources/test/data_test/size_11_2048B.txt,rs64,18,0,0.005617896291866029,0.0028089481459330143,0.0028089481459330143,0.0028089481459330143,1,2048,11286,2048,0,True,0,0,0.0,success,456,1216,1672,30096,16416,16384,0.0632555480042356,0.260609321994707,0.3238648699989426,0.7191051854066985,0.5513450000000002,0.88107,0.005617896291866029,0.0023786,0.008973100000000012,yin_yang
0,resources/test/data_test/size_12_4096B.txt,rs64,18,0,0.005605079868381693,0.0028025399341908464,0.0028025399341908464,0.0028025399341908464,1,4096,22566,4096,0,True,0,0,0.0,success,911,2432,3343,60174,32796,32768,0.11880439000378828,0.4903343740006676,0.6091387640044559,0.7197460065809154,0.54468,0.88107,0.005605079868381693,0.0023786,0.009106399999999999,yin_yang
0,resources/test/data_test/size_13_8192B.txt,rs64,18,0,0.0056329373223635,0.00281646866118175,0.00281646866118175,0.00281646866118175,1,8192,45124,8192,0,True,0,0,0.0,success,1821,4864,6685,120330,65556,65536,0.1713164600005257,0.8770524379942799,1.0483688979948056,0.718353133881825,0.55074,0.88107,0.0056329373223635,0.0023786,0.0089852,yin_yang
0,resources/test/data_test/size_14_16384B.txt,rs64,18,0,0.005612128566085721,0.0028060642830428605,0.0028060642830428605,0.0028060642830428605,1,16384,90241,16384,0,True,0,0,0.0,success,3641,9728,13369,240642,131076,131072,0.3426141340023605,1.7070846869974048,2.0496988209997653,0.7193935716957139,0.55074,0.88107,0.005612128566085721,0.0023786,0.0089852,yin_yang
0,resources/test/data_test/size_15_32768B.txt,rs64,18,0,0.005620802827436607,0.0028104014137183037,0.0028104014137183037,0.0028104014137183037,1,32768,180482,32768,0,True,0,0,0.0,success,7282,19456,26738,481284,262152,262144,0.6900513579967082,3.5596351899948786,4.249686547991587,0.7189598586281696,0.55074,0.88107,0.005620802827436607,0.0023786,0.0089852,yin_yang
0,resources/test/data_test/size_16_65536B.txt,rs64,18,0,0.005615116307196885,0.0028075581535984425,0.0028075581535984425,0.0028075581535984425,1,65536,360531,65536,0,True,0,0,0.0,success,14564,38848,53412,961416,524304,524288,1.3843067709967727,8.320298211998306,9.704604982995079,0.7192441846401557,0.55074,0.88107,0.005615116307196885,0.0023786,0.0089852,yin_yang
0,resources/test/data_test/size_17_131072B.txt,rs64,18,0,0.005612436070545945,0.0028062180352729726,0.0028062180352729726,0.0028062180352729726,1,131072,721062,131072,0,True,0,0,0.0,success,29128,77696,106824,1922832,1048608,1048576,2.801647956999659,22.048256440997648,24.849904397997307,0.7193781964727027,0.55074,0.88107,0.005612436070545945,0.0023786,0.0089852,yin_yang
0,resources/test/data_test/size_18_262144B.txt,rs64,18,0,0.00561522217676822,0.00280761108838411,0.00280761108838411,0.00280761108838411,1,262144,1442118,262144,0,True,0,0,0.0,success,58255,155392,213647,3845646,2097180,2097152,5.664997758001846,66.34635401199921,72.01135177000106,0.719238891161589,0.55074,0.88107,0.00561522217676822,0.0023786,0.0089852,yin_yang
0,resources/test/data_test/size_19_524288B.txt,rs64,18,0,0.005612334272252118,0.002806167136126059,0.002806167136126059,0.002806167136126059,1,524288,2883796,524288,0,True,0,0,0.0,success,116509,310720,427229,7690122,4194324,4194304,11.92563774100563,218.00100845500128,229.9266461960069,0.7193832863873941,0.55074,0.88107,0.005612334272252118,0.0023786,0.0089852,yin_yang
0,resources/test/data_test/size_20_1048576B.txt,rs64,18,0,0.0056149118879007375,0.0028074559439503688,0.0028074559439503688,0.0028074559439503688,1,1048576,5767585,1048576,0,True,0,0,0.0,success,233017,621440,854457,15380226,8388612,8388608,23.3956963870005,785.7027003809999,809.0983967680004,0.7192544056049631,0.55074,0.88107,0.0056149118879007375,0.0023786,0.0089852,yin_yang
